Time (s),Extension (mm),Load (N),Tensile strain (Strain 1) (mm/mm)
0,-1.56794,-5.96529,-0.00002
0.1,-1.56337,42.1862,0
0.2,-1.55206,282.84894,0.00003
0.3,-1.54294,477.95657,0.00004
0.4,-1.53463,641.27869,0.00006
0.5,-1.52619,789.89417,0.00007
0.6,-1.51781,918.7204,0.00008
0.7,-1.50981,1034.01074,0.00009
0.8,-1.50119,1142.1488,0.00009
0.9,-1.49262,1241.46814,0.0001
1,-1.48444,1329.87549,0.0001
1.1,-1.476,1417.75525,0.0001
1.2,-1.46775,1501.53845,0.0001
1.3,-1.45944,1576.58289,0.00011
1.4,-1.45131,1651.70264,0.0001
1.5,-1.44294,1725.69995,0.0001
1.6,-1.43431,1795.07507,0.0001
1.7,-1.42613,1860.30383,0.0001
1.8,-1.41769,1924.16882,0.0001
1.9,-1.40925,1984.02344,0.00009
2,-1.40119,2035.19238,0.00009
2.1,-1.39288,2089.96265,0.00009
2.2,-1.38456,2142.25195,0.00007
2.3,-1.37625,2189.4668,0.00007
2.4,-1.36788,2239.88892,0.00007
2.5,-1.35931,2286.93872,0.00006
2.6,-1.35088,2329.91797,0.00005
2.7,-1.34294,2370.74243,0.00005
2.8,-1.33431,2414.58081,0.00004
2.9,-1.32606,2453.67969,0.00003
3,-1.318,2490.03369,0.00003
3.1,-1.30938,2532.35986,0.00002
3.2,-1.30094,2573.24292,0.00001
3.3,-1.29263,2612.56592,0.00001
3.4,-1.2845,2656.40332,0
3.5,-1.27613,2702.62354,0
3.6,-1.26769,2749.63184,-0.00001
3.7,-1.25975,2797.97461,-0.00001
3.8,-1.25119,2852.48486,-0.00001
3.9,-1.24269,2908.36108,-0.00001
4,-1.23444,2962.30737,-0.00001
4.1,-1.22606,3021.72705,-0.00001
4.2,-1.21775,3081.85718,-0.00001
4.3,-1.20938,3137.08716,0
4.4,-1.20131,3193.75146,0
4.5,-1.19288,3251.69458,0.00002
4.6,-1.18425,3308.44336,0.00002
4.7,-1.17613,3364.17188,0.00003
4.8,-1.16769,3422.50439,0.00003
4.9,-1.15925,3479.26733,0.00004
5,-1.15125,3531.96387,0.00005
5.1,-1.14288,3591.81763,0.00006
5.2,-1.13456,3650.32886,0.00006
5.3,-1.12619,3706.2876,0.00007
5.4,-1.11788,3767.54102,0.00008
5.5,-1.10938,3827.26782,0.00009
5.6,-1.10094,3883.9939,0.0001
5.7,-1.09288,3942.95483,0.0001
5.8,-1.08438,4003.93018,0.00011
5.9,-1.07606,4062.67798,0.00012
6,-1.068,4118.60303,0.00013
6.1,-1.05944,4181.64355,0.00014
6.2,-1.051,4243.06055,0.00015
6.3,-1.04263,4301.19189,0.00015
6.4,-1.03444,4362.91016,0.00016
6.5,-1.02606,4423.05615,0.00017
6.6,-1.01775,4481.59375,0.00018
6.7,-1.00975,4540.91895,0.00019
6.8,-1.00119,4605.20459,0.00019
6.9,-0.99269,4668.62451,0.00021
7,-0.98444,4728.9248,0.00021
7.1,-0.97606,4791.21094,0.00022
7.2,-0.96781,4855.41943,0.00023
7.3,-0.95937,4916.23145,0.00024
7.4,-0.95131,4979.4165,0.00025
7.5,-0.94288,5045.021,0.00026
7.6,-0.93425,5108.79932,0.00027
7.7,-0.92625,5170.74219,0.00027
7.8,-0.91775,5237.23193,0.00029
7.9,-0.90919,5303.896,0.00029
8,-0.90119,5363.76953,0.0003
8.1,-0.89281,5430.56738,0.00031
8.2,-0.88462,5494.64355,0.00032
8.3,-0.87625,5557.6792,0.00033
8.4,-0.86787,5628.78809,0.00034
8.5,-0.85931,5695.71143,0.00035
8.6,-0.85087,5758.49414,0.00036
8.7,-0.843,5822.77588,0.00037
8.8,-0.8345,5891.67773,0.00038
8.9,-0.82606,5957.63232,0.00038
9,-0.81794,6022.09375,0.00039
9.1,-0.80937,6093.36572,0.0004
9.2,-0.80094,6161.27344,0.00042
9.3,-0.79269,6224.33643,0.00042
9.4,-0.78444,6293.68359,0.00043
9.5,-0.77606,6361.86523,0.00044
9.6,-0.76769,6428.19727,0.00045
9.7,-0.75969,6493.26611,0.00046
9.8,-0.75125,6562.72754,0.00047
9.9,-0.74269,6633.90771,0.00048
10,-0.73438,6701.1543,0.00049
10.1,-0.726,6771.08789,0.0005
10.2,-0.71775,6841.08936,0.00051
10.3,-0.70938,6906.3335,0.00052
10.4,-0.70138,6974.89893,0.00053
10.5,-0.69288,7047.41699,0.00054
10.6,-0.68425,7118.17969,0.00056
10.7,-0.67613,7186.82568,0.00056
10.8,-0.66775,7258.11279,0.00057
10.9,-0.65931,7327.53564,0.00058
11,-0.65125,7392.96875,0.00059
11.1,-0.64281,7466.23926,0.00061
11.2,-0.63456,7534.87646,0.00062
11.3,-0.62619,7601.1001,0.00062
11.4,-0.61794,7674.2583,0.00064
11.5,-0.60944,7745.00977,0.00064
11.6,-0.60088,7812.88086,0.00065
11.7,-0.59294,7881.33203,0.00066
11.8,-0.58438,7952.90527,0.00067
11.9,-0.57612,8021.32471,0.00068
12,-0.56806,8086.58545,0.00069
12.1,-0.55938,8161.78418,0.0007
12.2,-0.55088,8233.91016,0.00071
12.3,-0.54263,8299.14941,0.00072
12.4,-0.53444,8369.78516,0.00073
12.5,-0.52619,8438.42969,0.00074
12.6,-0.51781,8506.57812,0.00075
12.7,-0.50969,8575.19531,0.00076
12.8,-0.50119,8647.21973,0.00076
12.9,-0.49263,8719.43945,0.00078
13,-0.48444,8785.73535,0.00079
13.1,-0.47613,8856.51367,0.0008
13.2,-0.46775,8929.38574,0.00081
13.3,-0.45931,8997.66504,0.00081
13.4,-0.45131,9066.20703,0.00083
13.5,-0.44294,9138.04199,0.00084
13.6,-0.43431,9208.03223,0.00084
13.7,-0.42619,9279.06152,0.00086
13.8,-0.41769,9352.91309,0.00086
13.9,-0.40925,9424.10156,0.00088
14,-0.40113,9490.10449,0.00089
14.1,-0.39287,9562.12695,0.0009
14.2,-0.38463,9632.8418,0.00091
14.3,-0.37619,9702.27637,0.00092
14.4,-0.36788,9778.20508,0.00093
14.5,-0.35931,9850.29297,0.00094
14.6,-0.35088,9918.04199,0.00096
14.7,-0.343,9987.88574,0.00096
14.8,-0.33444,10062.85742,0.00097
14.9,-0.32606,10133.9834,0.00099
15,-0.318,10200.89746,0.001
15.1,-0.30938,10277.31543,0.00101
15.2,-0.30106,10350.52441,0.00102
15.3,-0.29275,10418.95117,0.00103
15.4,-0.28438,10494.91992,0.00104
15.5,-0.27606,10565.88672,0.00105
15.6,-0.26769,10636.43066,0.00106
15.7,-0.25975,10705.29395,0.00107
15.8,-0.25125,10780.05762,0.00108
15.9,-0.24269,10856.21973,0.0011
16,-0.23438,10927.20508,0.00111
16.1,-0.22606,10999.74316,0.00112
16.2,-0.21775,11074.5918,0.00113
16.3,-0.20944,11143.69531,0.00114
16.4,-0.20138,11216.63965,0.00115
16.5,-0.19281,11294.06348,0.00116
16.6,-0.18419,11367.99512,0.00118
16.7,-0.17613,11439.67773,0.00119
16.8,-0.16781,11514.7002,0.0012
16.9,-0.15931,11589.59668,0.00121
17,-0.15119,11660.33496,0.00122
17.1,-0.14281,11736.13672,0.00123
17.2,-0.13456,11809.5127,0.00124
17.3,-0.12619,11880.71289,0.00125
17.4,-0.118,11958.93848,0.00127
17.5,-0.10938,12036.9707,0.00128
17.6,-0.10088,12108.85449,0.00129
17.7,-0.09294,12180.88379,0.00131
17.8,-0.08444,12258.18359,0.00132
17.9,-0.07613,12331.0918,0.00133
18,-0.068,12403.25,0.00134
18.1,-0.05937,12484.83691,0.00135
18.2,-0.05094,12561.42285,0.00136
18.3,-0.04263,12632.39648,0.00138
18.4,-0.0345,12708.4707,0.00139
18.5,-0.02619,12784.4707,0.0014
18.6,-0.01769,12859.33691,0.00141
18.7,-0.00969,12932.05762,0.00142
18.8,-0.00113,13010.89355,0.00143
18.9,0.00731,13087.74609,0.00145
19,0.0155,13161.60547,0.00146
19.1,0.02387,13239.91113,0.00147
19.2,0.03219,13318.64453,0.00149
19.3,0.04069,13392.48438,0.0015
19.4,0.04862,13467.06641,0.00151
19.5,0.057,13544.49512,0.00153
19.6,0.06575,13622.96484,0.00154
19.7,0.07387,13699.44531,0.00155
19.8,0.08225,13776.92969,0.00157
19.9,0.09075,13854.36816,0.00158
20,0.09875,13925.07129,0.00159
20.1,0.10706,14004.59277,0.00161
20.2,0.1155,14082.16504,0.00162
20.3,0.12387,14156.11523,0.00163
20.4,0.13206,14236.68555,0.00165
20.5,0.14056,14315.31055,0.00166
20.6,0.149,14389.68457,0.00168
20.7,0.15706,14466.49023,0.00169
20.8,0.16562,14546.39551,0.0017
20.9,0.17394,14622.65527,0.00172
21,0.18206,14695.9502,0.00173
21.1,0.1905,14776.85156,0.00175
21.2,0.199,14857.30664,0.00176
21.3,0.20744,14933.39355,0.00177
21.4,0.21556,15011.30566,0.00178
21.5,0.22387,15087.41699,0.0018
21.6,0.23225,15163.8623,0.00181
21.7,0.24025,15237.84082,0.00182
21.8,0.24881,15319.98535,0.00184
21.9,0.25744,15401.30957,0.00185
22,0.26569,15475.67285,0.00186
22.1,0.27387,15552.2373,0.00188
22.2,0.28212,15631.59082,0.0019
22.3,0.29069,15708.00684,0.00191
22.4,0.29869,15785.08887,0.00192
22.5,0.30712,15864.49902,0.00194
22.6,0.31575,15942.4375,0.00196
22.7,0.32375,16018.49023,0.00197
22.8,0.33219,16098.11035,0.00199
22.9,0.34081,16179.15137,0.002
23,0.34881,16249.94141,0.00202
23.1,0.35719,16329.02637,0.00203
23.2,0.36537,16405.84375,0.00204
23.3,0.37375,16480.49414,0.00206
23.4,0.38212,16563.74414,0.00208
23.5,0.39062,16642.94727,0.00209
23.6,0.39919,16717.66992,0.00211
23.7,0.407,16791.24219,0.00213
23.8,0.4155,16871.39453,0.00214
23.9,0.42387,16947.9668,0.00216
24,0.43206,17021.85352,0.00217
24.1,0.44062,17103.7168,0.00219
24.2,0.44906,17182.37305,0.00221
24.3,0.45725,17254.07031,0.00222
24.4,0.4655,17332.91602,0.00224
24.5,0.47394,17410.34375,0.00226
24.6,0.48231,17484.80273,0.00227
24.7,0.49037,17557.21484,0.00229
24.8,0.49875,17634.95898,0.00231
24.9,0.50725,17713.1582,0.00233
25,0.51562,17787.68164,0.00235
25.1,0.524,17863.51953,0.00237
25.2,0.53225,17939.99414,0.00238
25.3,0.54069,18010.74023,0.0024
25.4,0.5485,18081.94141,0.00242
25.5,0.55706,18159.89258,0.00244
25.6,0.56581,18235.64258,0.00246
25.7,0.57394,18306.20117,0.00248
25.8,0.58225,18379.91406,0.0025
25.9,0.59062,18451.70117,0.00252
26,0.59875,18518.19531,0.00254
26.1,0.60725,18593.85547,0.00256
26.2,0.6155,18663.29883,0.00258
26.3,0.62387,18729.8457,0.00261
26.4,0.632,18802.96094,0.00263
26.5,0.6405,18874.66211,0.00265
26.6,0.64912,18941.29297,0.00268
26.7,0.65706,19006.64648,0.0027
26.8,0.66562,19076.34375,0.00273
26.9,0.67387,19140.58594,0.00275
27,0.68194,19201.04688,0.00278
27.1,0.69056,19272.49414,0.0028
27.2,0.69906,19338.63672,0.00284
27.3,0.70737,19397.06641,0.00286
27.4,0.71562,19460.07812,0.00289
27.5,0.72381,19518.71289,0.00292
27.6,0.73225,19577.69336,0.00295
27.7,0.74037,19633.58594,0.00298
27.8,0.74881,19693.01758,0.00301
27.9,0.75737,19751.87891,0.00304
28,0.76556,19802.83203,0.00308
28.1,0.77387,19854.18555,0.00311
28.2,0.78219,19908.89648,0.00315
28.3,0.79075,19956.64453,0.00319
28.4,0.79869,20001.35938,0.00323
28.5,0.80712,20049.34766,0.00327
28.6,0.81562,20092.28711,0.00331
28.7,0.82387,20132.60352,0.00335
28.8,0.83231,20173.97656,0.0034
28.9,0.84081,20210.88867,0.00346
29,0.84887,20236.48047,0.00351
29.1,0.85706,20269.3125,0.00355
29.2,0.86537,20299.57422,0.00361
29.3,0.87387,20323.32031,0.00367
29.4,0.88219,20349.99023,0.00373
29.5,0.89069,20372.12695,0.0038
29.6,0.89912,20386.75391,0.00386
29.7,0.90694,20399.0332,0.00393
29.8,0.91562,20419.60742,0.00399
29.9,0.92394,20431.55664,0.00407
30,0.93206,20437.11719,0.00414
30.1,0.94062,20452.10938,0.00421
30.2,0.94894,20461.16797,0.00429
30.3,0.95737,20465.67578,0.00436
30.4,0.96569,20473.27539,0.00444
30.5,0.974,20477.34375,0.00452
30.6,0.98237,20480.40234,0.0046
30.7,0.99025,20479.8125,0.00468
30.8,0.99875,20487.97461,0.00476
30.9,1.00744,20495.45703,0.00485
31,1.01575,20493.73633,0.00493
31.1,1.024,20493.80664,0.00501
31.2,1.03219,20498.17969,0.0051
31.3,1.04062,20497.78906,0.00519
31.4,1.04862,20498.25195,0.00528
31.5,1.05712,20504.29492,0.00536
31.6,1.06581,20505.48242,0.00546
31.7,1.07387,20502.70312,0.00555
31.8,1.08212,20503.89062,0.00564
31.9,1.09069,20508.18555,0.00573
32,1.09894,20504.31055,0.00582
32.1,1.10725,20506.05078,0.00591
32.2,1.1155,20507.48242,0.00601
32.3,1.12381,20504.44727,0.0061
32.4,1.132,20509.53711,0.0062
32.5,1.14075,20515.08203,0.00629
32.6,1.14925,20512.26758,0.00638
32.7,1.15712,20508.54688,0.00648
32.8,1.16556,20512.95898,0.00658
32.9,1.17381,20513.5,0.00667
33,1.182,20513.0332,0.00676
33.1,1.19069,20520.52539,0.00686
33.2,1.19912,20521.75195,0.00696
33.3,1.20744,20517.65039,0.00705
33.4,1.2155,20518.76172,0.00715
33.5,1.22381,20521.44336,0.00724
33.6,1.23237,20523.35742,0.00734
33.7,1.24044,20521.38867,0.00743
33.8,1.24887,20524.45508,0.00753
33.9,1.25731,20528.91992,0.00763
34,1.26556,20526.77148,0.00773
34.1,1.274,20529.45117,0.00782
34.2,1.28225,20533.61914,0.00793
34.3,1.29075,20531.57031,0.00802
34.4,1.29862,20530.375,0.00812
34.5,1.307,20536.17773,0.00821
34.6,1.31581,20541.01172,0.00831
34.7,1.324,20540.16992,0.00841
34.8,1.33231,20541.06836,0.00851
34.9,1.34081,20545.23047,0.00861
35,1.34875,20539.19727,0.0087
35.1,1.35712,20544.4082,0.0088
35.2,1.3655,20548.29688,0.0089
35.3,1.37394,20547.13477,0.00899
35.4,1.38219,20551.35742,0.00909
35.5,1.39056,20554.00977,0.0092
35.6,1.39906,20553.94727,0.0093
35.7,1.40712,20554.91602,0.0094
35.8,1.41562,20559.74414,0.00949
35.9,1.424,20561.69727,0.0096
36,1.43206,20558.39844,0.0097
36.1,1.4405,20565.46094,0.00979
36.2,1.449,20570.04297,0.00989
36.3,1.45744,20569.53516,0.00999
36.4,1.46569,20571.74219,0.0101
36.5,1.47394,20571.54883,0.01019
36.6,1.48225,20572.55273,0.01029
36.7,1.49025,20571.83008,0.01039
36.8,1.49881,20578.72461,0.01049
36.9,1.50744,20584.23633,0.01059
37,1.51575,20581.89258,0.01069
37.1,1.52394,20581.60547,0.01079
37.2,1.53206,20586.05664,0.01089
37.3,1.54075,20589.31641,0.01098
37.4,1.54875,20588.39062,0.01109
37.5,1.55719,20593.77344,0.01118
37.6,1.56581,20595.63477,0.01128
37.7,1.57375,20593.96094,0.01138
